"store","id","original_ean","original_name","original_description","current_price","promo_price"
heb,"23843968-a542-46ca-8046-bb4bbdbec34e","7503002671757",Yogurt de Piña Coco 1 Kg,"",$51.00,$51.00
heb,"76c6cb57-08a3-4609-8016-c8130c075a2d","7501165010826",Enterogermina Probióticos Suspensión de Bacillus Clausii 4 Billones de UFC 10 Ampolletas de 5 ml,"Enterogermina® 2 billones son probióticos que ayuda aliviar la diarrea de tus pequeños restaurando la flora intestinal alterado por diarrea, infecciones intestinales, y uso de antibióticos. Los probióticos de Enterogermina creando una barrera en el intestino que protege contra bacterias malas. Indicado en el tratamiento y prevención de la diarrea. Enterogermina es la marca número uno de probióticos en el mundo.",$465.00,$465.00
heb,af553bb9-6682-49f3-b818-b43db9660eaf,"7501159580021",Pulmonarom Lisados Bacterianos 20 Ampolletas con 3 ml,"Cuida y protege a tú círculo. Caja con 20 ampolletas que contiene lisados bacterianos. Vía de administración: Oral. Léase instructivo anexo. Dosis: La que el médico señale. Su venta requiere receta médica. No se deje al alcance de los niños. Consérvese a no más de 30°C.   Tipo de producto Antiinfeccioso   Laboratorio Sanofi   Nombre del medicamento Pulmonarom       Contenido neto 3 ml   Vía de administración Vía oral   Formato Ampolletas   Registro sanitario 13485 SSA IV   Legal La venta de medicamentos requiere receta médica, consulte a su médico   Ingrediente activo Haemophilus influenzae. Staphylococcus aureus. Moraxella catarrhalis. Klebsiella pneumoniae. Streptococcus pneumoniae. Streptococcus pyogenes. Streptococcus agalactiae. Streptococcus dysgalactiae. Streptococcus anginosus   Unidades por paquete 20   ","$1,446.00","$1,446.00"
heb,"56743177-83ce-4724-8d48-526e43bb9bf2","0041220824687",HCF Jabón de Lavandería Barra Liquido 900 ml Jabón de Lavandería Barra Liquido 900 Ml,   Tipo de producto Jabón de lavandería   Marca HCF   Denominación/Variedad Liquid Bar Soap   Contenido neto 850 ml       Presentación Botella   Formato Líquido   Uso recomendado Ropa de toda la familia   Beneficios de uso Colores vivos   Quitamanchas Sí   ,$23.00,$23.00
heb,bfb5cc4d-e9b7-41a5-bf89-39918656b03c,"7502209290075",Broncho-Vaxom Adulto 7mg Capsulas 10 Pz,"   Tipo de producto Antiinfeccioso   Laboratorio Grünenthal   Nombre del medicamento Broncho Vaxom       Contenido neto 10 cápsulas   Vía de administración Vía oral   Formato Cápsulas   Registro sanitario 562M94 SSA IV   Legal La venta de medicamentos requiere receta médica, consulte a su médico   Ingrediente activo Liofilizado estandarizado de lisados bacterianos de: Haemophilus influenzae, diplococcus pneumoniae, klebsiella pnemoniae, klebsiella ozeanae, staphycoccus aureus, stretococcis pyogenes, streptococcus viridans, neisseria catarrhalis 7 mg   Excipientes cbp 1 cápsula   Unidades por paquete 10   ","$1,004.00","$1,004.00"
heb,dda992ae-1b65-4f46-8c7d-f9946129730a,"0655244041571",Rompecabezas Brillos Y Destellos Wish Caja de Car 1 Pz,"",$139.00,$139.00
heb,"02c65665-0eb5-4d08-ba41-ecfacdc8841a","0778988468937",Juego de Pares Mágicos 1 Pz,'JUEGO DE PARES MÁGICOS' 'Cardinal',$169.00,$169.00
heb,a180ea3c-a944-4116-b1f8-6eb525aa01ee,"7501026005374",Zote Jabón de Lavandería Barra Blanco 400 g,   Tipo de producto Jabón de lavandería   Marca Zote   Denominación/Variedad Blanco   Contenido neto 400 g       Presentación Packaging   Formato Barra   Uso recomendado Para lavar prendas de personas con piel sensible   Beneficios de uso Origen natural. Baja alcalinidad. Buen contenido de glicerina   Biodegradable Sí   ,$27.00,$27.00
heb,de3157e0-f098-4ca3-8047-67b0a092d013,"7290116373096",Estuche Pop It Rosa 1 Pz,"",$350.00,$350.00
heb,"963dd199-b1a5-427c-8f52-c24525aa04b4","7501026005688",Zote Jabón de Lavandería Barra Rosa 200 g,   Tipo de producto Jabón de lavandería   Marca Zote   Denominación/Variedad Rosa   Contenido neto 200 g       Presentación Packaging   Formato Barra   Uso recomendado Para lavar prendas de personas con piel sensible   Beneficios de uso Origen natural. Baja alcalinidad. Buen contenido de glicerina   Biodegradable Sí   ,$15.50,$15.50
heb,d7d5fc32-b511-42ee-b688-0c460c623724,"7501124182885",Libertrim Alfa 200/75/45mg Comprimidos 32 Pz,"   Tipo de producto Gastrointestinal   Laboratorio Carnot   Nombre del medicamento Libertrim Alpha       Contenido neto 32 comprimidos   Vía de administración Vía oral   Formato Comprimidos   Indicación Tratamiento del síndrome de colon irritable   Legal La venta de medicamentos requiere receta médica, consulte a su médico   Ingrediente activo Trimebutina 200 mg. Simeticona 75 mg. Galactosidasa 45 mg   Unidades por paquete 32   ",$735.00,$735.00
heb,"3ebcb7d9-96b4-45e3-9b95-cd2fbec9fe47","0730002013134",Juegos de Mesa Rompecabezas Ladybug 24 Piezas 1 Pz,"",$59.00,$59.00
heb,"2861a999-1cac-4f5a-80aa-0f8030e59c86","7503006337048",ALIMENTO PARA PERROS CACHORRO 20K WOOW WC20,"Alimento para perro, formulado para cubrir todos los requisitos nutricionales naturales.
Mantengalo en un lugar seco y fresco","$1,299.00","$1,143.12"
heb,"4d116e03-f36c-480b-b669-88739ab7da0d","8412497232475",Plato Super Mario Kart 1 Pz,"",$47.00,$47.00
heb,"36b07759-b2dc-430a-843f-bee1efce3475","7503006335068",ALIMENTO PARA PERROS ACTIVO 25KG WOOW WA25,"Alimento para perro, formulado para cubrir todos los requisitos nutricionales naturales.

Mantengalo en un lugar seco y fresco","$1,299.00","$1,143.12"
heb,ac2696ce-9a15-4301-b432-f8398c233bad,"7506240675709",Taza Redonda Ceramica Blanco 1 Pz,"",$996.00,$996.00
heb,"487f83bc-5939-4a11-9dc5-84de25427669","7501026005008",Jabón de Lavandería Barra Finas Escamas 500 g Jabón de Lavandería Barra Finas Escamas  500 Gr,   Tipo de producto Jabón de lavandería   Marca Zote   Denominación/Variedad Finas escamas Blanco   Contenido neto 500 g       Presentación Packaging   Formato Barra   Uso recomendado Para lavar prendas de personas con piel sensible   Beneficios de uso Las escamas de jabón se diluyen fácilmente. Puede usarse en todo tipo de lavadora   Biodegradable Sí   ,$55.00,$55.00
heb,b30ea4e9-6a81-49b4-b494-bbdc82889bff,"0400003889266",Botella Infantil Azul 1 pz Botella Infantil Azul  1 Pz,"",$94.00,$94.00
heb,"5c79bd60-ef16-4e2a-9b42-de9044ae94ac","7501026005329",Jabón Líquido Blanco 1 Lt,"   Tipo de producto Jabón líquido   Marca Zote   Denominación/Variedad Blanco   Contenido neto 1 l       Presentación Botella   Formato Líquido   Uso recomendado En todo tipo de lavadoras   Advertencias de almacenamiento Conservar en un lugar fresco, seco y alejado de la luz solar   Hipoalergénico No   Biodegradable No   ",$46.00,$46.00
heb,a5c3a8da-b9e7-42eb-a37a-8268e3617594,"8435496463961",Tetera 3l Benetton Azul Acero Inox 1 Pz,"",$706.00,$706.00
heb,"0a367d2d-4c23-46b0-a2ca-e3bc4d48b087","7501483172787",Cable RCA para audio y video 1.90m 254-3150,"Cable de audio y video para Teatro en Casa (Home Theater), con tres conectores macho (plug) RCA a tres conectores macho (plug) RCA, platinados en oro, que permiten máxima transferencia de señal y mínima distorsión, para disfrutar la música de sus películas como si estuviera en el cine. Su cable es de uso rudo con doble recubrimiento tipo ""Phyton"" y mide 1.9m&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;",$199.00,$149.00
heb,"9e733b19-9573-47e6-a9c7-0cac697a436c","7503026985380",Kombucha Defense 500 Ml 500 Mm,"",$77.00,$77.00
heb,"1ab1922a-97fe-41f2-ae9b-1b067c0728f3","0054881000208",Ahmad Tea Infusión Limón Y Jengibre 40g 40 g,"",$96.00,$96.00
heb,"5c0d044d-00e6-408a-82e7-6cd54236c9c5","0681147013476",Rompecabezas 4d Castillo de Hogwarts 1 Pz,'ROMPECABEZAS 4D CASTILLO DE HOGWARTS' '4D Puzzles',$899.00,$899.00
heb,b9ca9001-47d6-403f-bd42-5205c3d59e83,"7501483182816",Cable HDMI Elite 3.8m 299-8120 rojo,"¿Quieres transmitir señal de video digital de alta definición, ofrecer imágenes reales, colores vivos, sonido 100% digital y eliminar totalmente todo tipo de interferencia? Usa este cable HDMI con aplicación universal, que permite conectar tu reproductor de DVD, PlayStation 3, tarjeta gráfica u otros dispositivos compatibles con HDMI a su pantalla, televisión de alta definición, monitor, proyector, etc. Además, soporta 3D y ethernet, fabricado en atmosferas libres de oxígeno. Longitud de cable 3,8m.",$299.00,$299.00
heb,"15ba28fc-3afe-4a25-85ff-a3c5e1d575bc","7501483182816",Cable HDMI Elite 3.8m 299-8120 azul,"¿Quieres transmitir señal de video digital de alta definición, ofrecer imágenes reales, colores vivos, sonido 100% digital y eliminar totalmente todo tipo de interferencia? Usa este cable HDMI con aplicación universal, que permite conectar tu reproductor de DVD, PlayStation 3, tarjeta gráfica u otros dispositivos compatibles con HDMI a su pantalla, televisión de alta definición, monitor, proyector, etc. Además, soporta 3D y ethernet, fabricado en atmosferas libres de oxígeno. Longitud de cable 3,8m.",$0.00,$0.00
heb,aebe0698-439d-4bab-a2cb-9876dbe6fc64,"7501483102197",Cable coaxial con conectores de rosca 7.6m 205-030,"Necesitas que tu pantalla posea una señal sin bruma Con este cable RG59 recibe señales análogas estables en tu TV. Esta fabricado con 30% de malla de aluminio y molduras recubiertas de PVC que lo hacen súper resisitente y seguro. Posee un conector ""F"" de rosca , que es el más básico y el cual podemos encontrar en televisores, VCRs, equipos de satélite, divisores y otros equipos de distribución de televisión.&nbsp;",$199.00,$149.00
heb,"2221f5cd-fec1-4498-b929-4193e114d4f3","0655244005832",Domino Doble 12 1 Pz,"",$355.00,$319.00
heb,"74ca9ab2-b91c-48f0-a699-bfd8af634515","0021664571231",Vehicles Garbage Truck 1 Pz,'' 'VEHICLESGARBAGE TRUCK',$379.00,$379.00
heb,afd2fc4c-8ee1-4219-84b0-daacc285434a,"7506446403489",Cable de Audio Red-1141 1.2 M 1 Pz,   Tipo de producto Cable de audio   Marca Kerrville   Modelo RED-1141       Conectividad Plug 3.5 mm a Plug 3.5 mm   Compatibilidad Smartphones. PC&#39;s. Tablets. Consolas   Tecnología destacada Cable de de nylon. Conector metálico delgado con recubrimiento de oro para uso con funda. Termosellado de alta durabilidad. Audio estéreo   Longitud del cable 1.2 m   Color Negro   ,$44.90,$44.90
heb,bcfe0a1c-e13e-4636-ae53-324f6dab4232,"7501025404840",Jabón de Lavandería Ropa Blanca Y de Color 828 Ml,   Tipo de producto Jabón de lavandería   Marca Pinol   Denominación/Variedad Ropa blanca y de color   Contenido neto 828 ml       Presentación Botella   Formato Líquido   Uso recomendado Ropa de toda la familia   Beneficios de uso Elimina la suciedad. Elimina los malos olores. Se disuelve fácilmente   Hipoalergénico Sí   ,$32.00,$32.00
heb,"695ea41a-0350-49ca-953a-10778397cc19","7502295950167",Botella 800 Ml Proyecto Mickey y Minnie Negro 1 pz Botella 800 Ml Proyecto Mickey Y Minnie Negro  1 Pz,"",$37.00,$37.00
heb,"3097a6b8-d6d3-4ea9-b034-2bcd5cadc17d","7702018874828",Rastrillo Desechable Para Mujer Prestobarba 3 4 Pz,"  Descripción Emocional¿Buscas un rastrillo para afeitar de 3 hojas para la mujer? Empieza con Gillette Prestobarba3. La rasuradora cuenta con 3 hojas montadas sobre resortes independientes y una cabeza móvil que se adapta a los contornos de tu cuerpo para una mejor depilación. Su hojas son fáciles de enjuagar y limpiar. Además, su banda lubricante con aceites botánicos ofrecen una depilación suave y su mango de goma antideslizante te brinda un buen control. Para una mejor experiencia, prueba el gel de afeitar Satin Care. Tipo de producto Rastrillo desechable para mujer   Marca Gillette   Denominación/Variedad Prestobarba 3       Beneficios de uso Banda lubricante con aceites botánicos para una depilación suave   Número de hojas 3   Cabezal reemplazable No   Color Azul. Rosa   Unidades por paquete 4   ",$156.00,$156.00
heb,"00618069-fdba-4f88-abc2-20454fcf8ee9","7506250905667",Cable Retráctil de Plug 3.5 mm DE 1.50 m 255-267,"Transmite señales de sonido estéreo con este cable retráctil Steren de 1.5 de longitud. Cuenta con un scroll que te permite organizar tu espacio evitando que tu cable se enrede. Útil para Estéreos, Reproductor de MP3, Laptops, Tablets y Smartphone.",$99.00,$99.00
heb,"9522b33a-701b-4bfa-8bf4-d9e626bf7833","7503006341069",ALIMENTO PARA PERROS MINI 25KG WOOW WM25,"Alimento para perro, formulado para cubrir todos los requisitos nutricionales naturales.
Mantengalo en un lugar seco y fresco","$1,499.00","$1,319.12"
heb,"1a95a63f-971b-423d-a1f7-469cbd298146","7501025406646",Lavatrastes Líquido Desinfectante Aroma Fresco 750 Ml,   Tipo de producto Lavatrastes   Marca Cloralex   Denominación/Variedad Aroma fresco       Contenido neto 750 ml   Presentación Botella   Formato Líquido   Beneficios de uso Desinfectante. Elimina virus y bacterias   ,$51.00,$51.00
heb,"49c419be-4545-439b-8d83-9e9d6b81276d","0400002833819",Contenedor con Tapa de Madera 1800ml 1 Pz,"",$152.00,$152.00
heb,"7efd42b0-1857-440b-8fd5-5fbb1a78ed7a","0048121277079",Bagels Plain 567 Gr,"   Tipo de producto Bagels   Marca Thomas   Denominación/Variedad Plain   Contenido neto 567 g   Presentación Bolsa   Advertencias de almacenamiento Mantener congelado   Ingredientes Harina de trigo enriquecida (harina, harina de cebada malteada, hierro reducido, niacina, mononitrato de tiamina (vitamina B1), riboflavina (vitamina B2), ácido fólico), agua, azúcar, levadura, gluten de trigo, sal, harina de maíz, propionato de calcio y ácido sórbico (para preservar la frescura), monoglicéridos, ácido cítrico, goma guar, aceite vegetal (soja), lecitina de soja. Hecho en una panadería que también puede usar leche, huevo, nueces de árbol. Contiene trigo, soja   Alérgenos declarados Trigo, soja   Denominación dietética Kosher       Libre de gluten No   Porción referencial 1 bagel   Porciones por envase 6   Energía por porción 270 Cal   Grasas totales por porción 0.5 g   Azúcares totales por porción 6 g   Sodio por porción 450 mg   ",$98.00,$98.00
heb,"0361a69f-504f-4981-82cb-a8f8432a4e7c","0000024000758",Hermético 1500 Ml Chef Sauce Vidrio Walking 1 Pz,"",$236.00,$236.00
heb,e7c58d06-3e4c-42a8-994a-c1410af71063,"7502211161455",Bolsas de Basura Ecológicas Grande 10 Pz,   Tipo de producto Bolsas de basura   Marca Costalitos   Modelo Ecológicas Grande       Tipo de cierre Jareta   Aroma Cítrico   Medida 62 x 80 cm   Material 80% reciclable   Unidades por paquete 10   ,$45.50,$45.50
